time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,market,new,1,day,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,market,fill,1,day,0.0,1,stock,329.45001220703125,1.8338528317395318E+17,0.0
2023-05-30 09:30:00-04:00,SentimentTrader,DIA,buy,market,fill,1,gtc,0.0,1,stock,329.45001220703125,9.317261076187171E+16,0.0
